,blobs,ideology,title
184,recent reports suggest president donald trump plans cut funding office violence women ovaws grant programs provide funds preventing domestic violence sexual assault dating violence stalking elder abuse grants support victims offering legal aid transitional housing assistance training help civil criminal justice systems better respond sexual domestic violence grants also supply funds protecting child victims tribal residents women live rural communities without grants millions victims left without support desperately need hereby ask president trump cut federal funding office violence women grant programs,Liberal,do not cut federal funds for preventing domestic violence
185,climate change environmental issue itxs national security economic public health equity issue climate change defining issue time people united states call president reinstate presidentxs climate action plan double commitment ensuring us leader combating climate change allow epa job protect waters air people united states includes allowing regulate greenhouse gas emissions use climate change lens making decisions country donxt pit economic development environmental protection x false dichotomy health safety general welfare americans stake,Liberal,make the u.s. the world's leader in combating climate change
186,former dnc staffer seth rich murdered outside dc home long wikileaks began release emails democratic national committee verified emails released wikileaks talk making example suspected whistleblower inside dnc death seth rich wikileaks offered bounty information murderer seth rich separate organization recently upped bounty relayed wikileaks story seth rich victim robbery seths belongings taken person dc police swept story rug robbery investigation needs reopened honorable fbi justice brought killer yet found,Neutral,president donald trump must order fbi director jim comey to open an investigation on the death of dnc staffer seth rich
187,president donald trump continually said millions votes cast made illegally causing lose popular vote offered credible proof true issue americans agree threat democracy false leader democracy undermining lies reasons need know truth petition asks white house direct congress undertake bipartisan review alternatively president trump declare popular vote recorded valid involve millions illegal votes,Liberal,investigate president donald trump's unsubstantiated claims of massive illegal voting in the united states of america.
188,eo blocks return wwii era semiautomatic firearms ie mgarand mcarbine overseas highly collectible pieces american history rightly belong hands american citizens past firearms sold cmp available stock dwindling fast large stores firearms located oversees cannot returned usa eo people united states allowed historical firearms allowed rot warehouse another country ask president trump immediately issue executive order removing ban implemented eo,Conservative,allow americans to own a piece of history. undo executive order 
189,country built foundation immigration must continue strong example nation welcomes persecuted vulnerable refugees around world embrace refugees provide chance new beginning always made america great nation submit fear hate persecute based religion sexual orientation nationality race political opinion instead welcome endured persecution sign tell president trump lawmakers act beacon freedom hope turn torch lady liberty always held high us wouldnt without,Liberal,protect the united states refugee admissions program
190,netherlands requested within scope new america first initiatives simply second dont want us forget white house give call nd place open asked nicely anyone else well make great,Neutral,"america first, make netherlands second because they requested it!"
191,historic planet survival mankind nations including united states america agree swift significant action must taken protect earth catastrophes caused climate change forge path sustainable future shared commitments toward greenhouse gas reductions clean energy implementation financial resources adaptation responsibility opportunity americans honor agreement contribute talent innovation creativity wealth compassion cost inaction great risks high,Liberal,protect the planet - honor the paris climate agreement!
192,reaganera policy flies face womens rights take control health many countries receive us aid legal vital often lifesaving medical procedures performed discussed licensed health care providers patients womens right make decisions body dependent country birthresidence economic situation womens rights human rights nytimes health policy experts say restrictions abortion services past led decline abortion rates countries receive funding united states reproductive health services warn restrictions heighten chances illegal often unsafe abortions,Liberal,revoke the order forbidding health providers receiving us aid from discussing/performing legal abortion with patients
193,conflicts interest become rule occasional exception dr william thompson research scientist cdcs national center immunizations respiratory diseases ncir claimed cdc covered vaccineautism connection relation mmr vaccine study discovered africanamerican boys received vaccine age months increased risk autism itxs important aware corruption conflicts interest federal agencies like cdc far independent public watchdog theyxre supposed cdc closely tied industry may protect interests general public,Conservative,congress subpoena dr. william thompson - investigate the cdc and repeal the  national childhood vaccine injury act.
194,time take back control criminals half country favor legalizing cannabis clear time rethink ineffective war drugsso legalizeregulation product testing ensure consumers better informed importantly saferjobslegalization create jobs formal economy rather black marketeconomylaw enforcement focus public safety new source tax revenue become availablereduce unneeded harmcriminalization harms young people fails curb access increases levels violenceon state level decriminalization massive success time rethink,Liberal,deschedule marijuana
195,stopping refugee resettlement period time group people would undermine nationxs founding principles beacon freedom hope program saves hundreds lives every day strengthens communities nation stopping refugee resettlement profound detrimental consequences lives lost national interests risk united states x must x continue welcome refugees continuing ensure security history proven donxt need make choice continue urge president trump stop refugee resettlement period time lower amount refugees resettle stop resettlement based religion country origin,Neutral,"do not halt refugee resettlement, lower the number we resettle, or stop resettlement based on religion/country of origin"
196,epa provides robust list protections american people recent executive order restricting epa engaging public social media violates standards fair open government please reverse executive actions placed epa,Liberal,ungag the environmental protection agency.
197,new administration must consider climate change serious threat implement policies address taking action benefits american workers strengthens economy improves standing world today us global leader clean energy great potential become even stronger already employ million people renewable energy energy efficiency renewable energy one fastest growing industries world worth bn per year right policies continue growing creating secure highpaying jobs millions americans people urge administration work scientific community business leaders international partners transform energy systems address climate change,Liberal,climate change is an undisputed fact within the scientific community and neglecting it imperils american prosperity.
198,petition would support conversion police officers classified eligible c retirement previous administration previous congress introduced legislation never made committee air traffic controllers bop prison employees cooks received leo status duties law enforcement opm amend definition law enforcement officer include police officers congress previous administration refused act bills introduced house congress therefore strongly urge president trump consider petition matter national security granting police officers leo status save taxpayers money,Conservative,convert all federal police officers classified as gs- to leo status
199,kerry ogrady special agent charge secret services denver district must removed post effective immediatelyshe violated hatch act supporting political partycandidate openly social mediashe stated take bullet trump making clear president harms way duty shift would rather go prison protect potusthis type behavior secret service agent stand republichere article anyone wants read details,Conservative,"kerry o'grady, the special agent in charge of the secret service's denver district must be removed from her post!"
200,considering election came around k votes spread three states michigan pennsylvania wisconsin time take donald trumps claim millions people voted illegally far seriously true would mean results election unquestionably tainted outright invalid im calling results presidential election immediately nullified full investigation ordered congress new election scheduled rampant voter fraud allowed donald trumps claims true hes repeatedly said might well legitimate president americans shouldnt president might due millions illegal votes,Liberal,"based on donald trump's own claims of rampant voter fraud, immediately nullify results of the  presidential election"
201,ask white house release information substantiate claim millions people voted illegally election call investigation allegations claims corroborated verifiable evidence apologize retract claim corroborated petition important integrity president united states america integrity democracy integral functioning nation,Liberal,release voter fraud data and investigate
202,people request new administration make money great gold silver may freely used money alongside united states dollarsthe constitution explicitly recognizes gold silver money therefore petition tax discrimination gold silver must cease including removal capital gains tax holdings transactions gold silver impediments using gold silver constitutionallyrecognized money removedwe petition administration sign executive order make money great information please visit,Conservative,"make money great again - an executive order for equal treatment of gold, silver and united states dollars as money"
203,terrorism defined xthe use violenceintimidation pursuit political aimsx definition used declare isil terror groups terrorist organizations black lives matter earned title due violent actions multiple cities influence killings multiple police officers throughout united states group already described hate group racist police hating actions milwaukee sheriff david clarke speaker last years rnc time us department state consistent actions x rightfully declared isil terror group must declare black lives matter terror group x grounds principle integrity morality safety,Conservative,petition to formally recognize black lives matter as a terrorist organization
204,multiple individuals categorized terrorists obama administration patriots country standing tyrantthe hammond family bundy family multitude patriots bundy ranch refuge arrested face many decades prison excersising constitutional rights standing tyranny control government agency individuals released pardoned heroism patriotismthe family lavoy given aid obama administration murdered innocent american citizen american soilto include petition pardon given assange snowden spoke truth public blew whistle major wrong doings,Liberal,release and pardon our political prisoners
205,hhproductions youtube blessed michelle obama filming video saying quotwow ethan great moves keep proud youquot clip used hhproductions intro ever since new president new first lady fans hhproductions feel melania trump needs reanact clip create new intro hhproductions please make dream reality necessary culture lives citizens united states throughout world take look clip,Neutral,get melania trump to film the intro for hhproductions.
206,us governing representatives president responsibility constituents historical contracts country first foremost humanity security stability revenue special interests take precedence well human beings especially limited reservation agreements historical america sioux cannot construct alternate access water outside reservation natural watershed permanent precedent necessity arent debating simple whats whats mine interrupting access basic human necessity either reroute pipeline provide viable water supply longevity ignore america veterans previously sacrificed cause,Liberal,maintain the stay to reroute the dakota access pipeline. protect the water supply of the standing rock sioux reservation
207,free men raven paul slough dustin heard nick slatten evan liberty set blackwater teammates part tactical support team raven secure busy square baghdads red zone blackwater contract us department state responsible among things diplomatic security country iraqraven responding distress call another team attacked venue distance could see large plume black smoke vbied vehicleborn improvised explosive device detonated secure route egress nisour square task completed numerous times previously seemingly straightforward task,Neutral,free raven 
208,given important social economic role public education plays growth improvement successful society individual leads us department education strong experience background public education education secretarynominee betsy devos shown senate confirmation hearing lacks experience background knowledge regarding public education would invaluable position president trump nominated also shown definite preference towards diverting funding needs public schools support charter private schools major advocate public funding poor performing privatecharter schools michigan,Liberal,replace your nomination of education secretary-nominee betsy devos with a more qualified individual.
209,within minutes inauguration trump administration removed mention lgbt people issues white house website well removing important report lgbt workplace rights department labors website put back make lgbt people invisible,Liberal,"reinstate ""advancing lgbt workplace rights"" report that was taken down from dol website on inauguration day."
210,currently written title ivd ssa provides financial incentives states remove parent child labeling non custodial parent provide incentive parents get stay married outside married shared parenting arrangement incentive access enforcement parent denied access child studies shown couples shared parenting pay child support time full cases children fare better emotionally active involvement parents state child support agencies calling policy makers recognize shared parenting arrangements become norm currently system works detriment children families,Conservative,"kids need both parents,  modify the child support provisions of social security act to support this."
211,petition accepted trump administration necessary component draining swamp establishing honest ethical government press people responsible events perish plane crashes quite contrary still alive many occupy positions extreme power influence right us collective power ability influence main stream media aka fake news created situation whereby official narrative presented msm although many inconsistencies omissions truth fact exist many independent investigators spent countless hours researching subject time heard please join us petition,Neutral,open a new investigation into the events of  and incorporate the forensic evidence offered by aetruth.org.
212,humancaused climate change one biggest issues facing world today paris agreement one biggest advances global climate policy ever completed global policy leader one biggest contributors global climate change worldwide importance united states lead action continue uphold paris agreement went effect donald trump advocated united states withdraw paris agreement would undermine agreement putting american interests home abroad risk would also undermine united states position global leader petition requests donald trump change policy recommit paris agreement,Liberal,commit to following the paris agreement
213,children taken good homes placed overloaded foster care system without justification court orders warrants agencies complete power keep children months adopt incentives parents forced service plans classes tests often dont relate case title iv e funding allowed government agencies create kids cash scam destroying children families across united states agencies oversight caseworkers make false allegations immunity encouraged lie get children system children drugged often placed abusive homes death occurred funding go keeping families together,Conservative,reform child welfare-foster care and family courtsstop title iv d &amp; e funding and adoption incentives
214,saturday january singer madonna aka madonna louise ciccone took stage womens protest march washington dc stated thought awful lot blowing white house comments violation us code title ? deliberate globally distributed via online broadcast media pose immediate enduring threat president united states trend celebrities cultural elites function double standard rule law must stop actions cannot excused simply persons status within popculture accountability us rule law must restored regardless economic cultural privilege advocating behalf american brand c,Conservative,charge singer madonna with a class e felony under  u.s. code §  for threatening the life of  president trump
215,january th usda aphis notified public intent publish widelysupported final rule halt inhumane treatment racking tennessee walking horses rule withdrawn result executive order directing temporary halt regulatory development pending review approval new administration people urge incoming secretary agriculture expeditiously review approve final rule publication federal register thank advance ensuring protection horses preservation original purpose american heritage breeds,Neutral,req. agriculture to publish final rule -- horse protection; licensing of designated qualified persons &amp; other amendments
216,petition asks white house review recent fda quotdeemingquot regulation effectively threatens restrict adult indulgence cigar pipe tobacco related products fda regulation restricts obstructs free choice action adults well threatens viability continuance small businesses manufacturers retailers traditional tobacco products serious consequences thousands related jobsas american adults made choice enjoy tobacco products whether choose buy cigar pipe tobacco ecigarette collective choice allowed us patronize support local businesses,Conservative,"petition to reverse or abolish the fda's ""deeming"" regulation pertaining to cigar and pipe tobacco related products"
217,instated past global gag rule ended lives women year nigeria alonefamily planning clinics across world forced shut stop providing valuable services prevent pregnancy prevent diseases save lives dare talk safe abortion people around world die result unsafe abortion rule remains instated,Liberal,donald trump: rescind the global gag rule
218,destroying lives noise killing wildlife taking away normal way living,Conservative,stop all ptc credits and ban all wind farms immediately
219,county san bernardino delayeddenied medical treatment physical therapy antibiotics medications mental health care survivors dec terrorist attack injuries workrelated private insurance refuses cover treatment survivors required go countyxs selfadministered workers comp utilization review ur state california stated treatments approved county instead ur county insists using ur continues delaydeny care see wwwsbsurvivorscomwe request president issue executive order making illegal county san bernardino use ur survivors mandating county approve retroactively future treatment dec survivors,Conservative,"require county of san bernardino to approve/pay for medical care for survivors of the december , , terrorist attack"
220,petition establishment office mens health us department health human services office would mirror work existing office womens health helped save thousands lives improved lives many men die years younger women suffer higher mortality rates top causes death lives hundreds thousands men continue threatened unless immediate action taken combat growing crisis office mens health coordinate fragmented mens health awareness prevention research efforts conducted federal state government office mens health help economy provide needed resources health care moves local management,Conservative,establish an office of men's health at the u.s. department of health and human services
221,within seconds presidents inauguration lgbt rights page disappeared whitehousegov leading lgbt citizens believe new president truly supports goals antilgbt activist groups want destroy marriage equality civil rights protections lesbian gay bisexual transgender citizens ask potus demonstrate truly plans defend rights americans rather destroying advances many worked tirelessly gain,Liberal,restore the lgbt rights page on whitehouse.gov to show potus is committed to promoting full equality.
222,clean air matters clean water matters solar energy far cheaper shale oil natural gas coal expand oil drilling coal mining expense breathable air drinkable water thriving wild life would asinine move however backwards position trump touted official energy plan care america adopt policy pollute lets embrace solar cheaper oil coal natural gas,Liberal,"do not embrace shale oil, the coal industry and do not open up more public lands, forests and wetlands to drilling."
223,petition urge house senate pass hr currently pending congress legal highskilled immigration system discriminates based countryofbirth allocating quotas individual countries example small country like singapore receives green card numbers number green cards allocated big countries like chinaindia therefore individuals larger countries wait decades availability green card numbers proposed bill removes percountry limitation makes system firstcome firstserve bill would make system fair everybody stops discrimination based countryofbirththe bill propose increase overall immigration number,Liberal,"fairness for high-skilled immigrants (first come, first serve) - h.r. "
224,petition set ask president donald trump congress grant white south africans refugee status based upon white genocide occurring since communist african national congress anc took south africa whites murdered untold numbers robbed raped tortured website xgenocidewatchcomx observes xabout people average murdered south africa per day least whites blackonwhite murder rate please take consideration white people make demographics south africa therefore white murder rate south africa quite significantxgive white south africans chance give refugee status,Conservative,a petition to open immigration for white south africans based upon refugee status.
225,septa th busiest commuter rail usover vehicles per day travel route heading towards philadelphia highway simply cannot accommodate amount traffic continues grow year suburbs become populatedthere existing rail line philadelphia reading pa longer used commuter line closed commuter trains late sif federal government funded project reopen regional rail many jobs would created traffic highway vehicle emissions would decrease towns along rail would see economic boom schuylkill valley metro project extensively studied results supporting statements,Liberal,re-open the schuylkill valley metro commuter rail--an existing pa rail line connecting philadelphia and reading
226,efforts weaken affordable care act repealing critical provisions individual mandate requirement cover preexisting conditions would lead catastrophic loss healthcare million individuals many insurance companies refused insure prior aca repealing medicaid expansion exacerbate costing additional million people insurance addition repealing affordable care act would add additional trillion dollars national debt taking away health insurance million americans completely unacceptable would cost peoples lives president trump please veto changes short singlepayer canadianstyle system promised americans running president,Liberal,"do not take health insurance away from  million americans, protect the aca and the medicaid expansion"
227,shameful united states first world developed country allowing one cities go without basic human need clean drinking water congress must pass bill fund changing flintamps water lines decontaminate water supply meantime clean drinking water must provided city flint cost flint flints substantial debts must payed full,Liberal,"we the people call upon the congress, the president, and the government of michigan to decontaminate the water of flint."
228,sergeant miller serving life sentence fort leavenworth acting self defense th month deployment volunteered back second deployment volunteered rd deployment years asking sergeant miller pardoned sentence commuted least also asking current us soldiers incarcerated reviewed thirdly asking congress review current uniform code military justice,Conservative,"commute or pardon sergeant miller, review all current military prisoners and review the uniform code of military justice"
229,certain militant elements left ie black blocs anarchists antifa make habit attacking anyone view right wing specifically president trump anti free speech american values using violence intimidate opponents would like police take active role preventing able attack,Conservative,make antifa and similar militant leftist groups labeled a terrorist or criminal organization.
230,act placed effect time unprecedented gangster violence outdated unconstitutional irrelevant common day usage sbrs used sporting hunting purposes definition weapon made rifle weapon modified overall length less inches barrel barrels less inches length pistol less barrel without buttstock ar legal rifle longer barrel buttstock ar legal pay unconstitutional tax years ago owning gun falls middle two law nothing take money law abiding citizens please remove unconstitutional infringing god given right,Conservative,remove regulations and unconstitutional tax on short barreled rifles (sbr) of national firearms act of 
231,emails released wikileaks account john podesta contain declassified fbi code language used pedophiles people demand thorough exhaustive investigation terrifying implications alleged behavior wish involved matter powerful prosecuted full extent law code found emails stratfor employees also released wikileaks action must taken preserve fabric country protect children everywhere abused trafficked sick delight many powerful elites president trump better example draining swamp flushing predators drain,Conservative,immediately investigate the pedophile code language found in the stratfor and podesta emails released by wikileaks
232,world experienced third straight year record high temperatures climate change threatens americaxs economy national security public health safety urge donald trump administration take following key steps address climate change immediately grow economy making united states leader clean energy like solar wind reduce dependence fossil fuels associated carbon pollution maintain strengthen regulations keep air water clean implement climate preparedness programs publicly acknowledge climate change real humancaused urgent threat protect scientific integrity policy making uphold united states commitment paris climate agreement,Liberal,act on climate now
233,entered united states minors clear path toward becoming us residents passage deferred action childhood arrivals daca executive action granted undocumented immigrants entered country th birthday june temporary protection deportation daca allowed pursue academic study enrich communities involvement daca program improved upon making full residency possible within reasonable timeframe would important first step toward real immigration reform contribute labor talents communities feel respected usa,Liberal,we ask the new administration to work with congress to extend u.s. residency to those holding daca status.
234,cnn caught several times altering truth amp even lying create agenda acceptable people feel news organizations giving honest fair amp unbiased investigative reporting msm cnn leading way refuses fair amp honest want cnn used example happens news organizations caught lying information amp taken air tired lies propaganda amp agenda driven motives amp want something done people longer wish lied promote agendas,Conservative,take cnn of the air
235,proposal continue funding national endowment arts provide methods alternative revenue streams coming fiscal years preserve arts americathe nea service years received billion awards dedicated preserving art culture americawith sector comprising percent x billion x gdp nearly five million workers us arts cultural industries arts jobs real jobs part real economy arts workers pay taxes art contributes economic growthbeyond economic impacts arts contribute neighborhood revitalization livability american towns cities,Liberal,"a proposal to continue funding the national endowment for the arts, or provide methods for alternative revenue streams."
236,whereas donald trump lost popular vote nearly three million votes whereas donald trump yet resolve ethical possibly criminal conflicts businesses duties public servant whereas donald trump refused,Liberal,impeach donald trump
237,every year thousands foreign tech workers come us displace american tech workers hb program created allow highly skilled foreign workers come us temporarily fill gaps american work force today hb visas issued workers large outsourcing vendors vendors using visa holders cheap labor replace us workers number hb visas issued year reduced minimum salary raised return program meant way bringing highly skilled workers us paying worth fill gaps unemploy american workers,Conservative,stop hb abuse
238,united states second largest contributor co emissions climate change world double per capita emissions china european unionthe current administration plans worsen situation investing use damaging expensive obsolete energy sources coal shale oilan america first energy plan focus investing enormous cheap local renewable resources available america remain currently untappedthis potential continue growth new industry bringing us new jobs independence foreign oil helps protect environment guaranteeing future generations able live prosperous safe healthy world,Liberal,the united states must stop investing in fossil fuels and lead the global efforts to stop climate change
239,arts humanities vital part cultural identity enhance quality lives connect us past speak us present legacy gift future investing never waste strongly urge national endowment arts national endowment humanities continue receive federal funding,Liberal,preserve the national endowment for the arts and the national endowment for the humanities
240,former lt col terrence lakin highlydecorated army flight surgeon questioned whether orders received obama legitimate courtmartialed imprisoned expelled army denied pay pension benefits terry merely following officers oath constitutional duty outrage allowed happen obama refused answer terrys letter ended producing forged birth certificate terry medical doctor valuable asset american military fact military chain command congressional representatives allowed courtmartialed run army outrage americans grave injustice needs addressed corrected asap,Conservative,"reinstate lt. col. terry lakin into the u.s. army with full rank, pay, benefits and pension immediately."
241,disgraceful federally illegal rhetoric spewed terrorist nothing less punishable prison time least five years federal jail time people stand please sign petition sure followers never cross line must arrested charged,Conservative,charge madonna with terrorist threats against the president of the united states of america.
242,national endowment arts national endowment humanities provide critical funding creation development research arts humanities united states together funding sources allow artists create worldrenowned distinctly american art music literature poetry also providing americans opportunity experience artistic endeavors providing sustainable funding museums archives libraries colleges universities public television public radio scholars without funding provided nea neh many americans would able participate creation appreciation arts humanities decision would inordinately effect rural poor americans,Liberal,pledge to continue funding the national endowment for the arts and the national endowment for the humanities
243,plus years corrupt dysfunctional government republic cameroon lead paul biya senselessly killed marginalized anglophone cameroonians recent killings imprisonment opposition leaders four months anglophone cameroonian lawyers teachers politicians students strike due imposition french laws educational systems marginalization anglophone regions country americans cameroonian origin plead president donald j trump us congress call paul biya listen anglophones return country back federal system agreed independence unification deal paul biya listen expel cameroonian diplomats united states,Conservative,call on the the republic of cameroon government to stop the killing and marginalization of anglophone cameroonians.
244,right free public education guaranteed constitution states passing laws exclude students based medical history sb california violation constitutional rights also sets dangerous precedent allow states mandate medical procedures order hold job sb california passed already california state laws like either passed already progress vaccination medical procedure risks cannot requirement order access rights constitution affords us,Liberal,restore education as a constitutional right &amp; protect medical freedom
245,aware department education doe revoked accrediting council independent colleges schools acics accreditation power doe consider immediate harm done existing international studentsdoe provide alternatives existing students failed provide goal achieve allowance international students current student one universities lost accreditation due acics shut downthe withdrawal recognition acics impacted international student community immediate basis international students adversely affected decision,Liberal,demand justice for international students affected by acics' loss of accreditation power
246,broad scientific consensus climate change real human action significant contributing factoras industrial nation one major contributors greenhouse gas emissions leading academic scientific center incumbent upon united states take vigorous proactive steps understand nature climate change mitigate effects planet president must display leadership champion effective action late nature negotiate give extensionsplease immediately restore information climate change white house website take strong action show us leader addressing global issue,Liberal,"restore and maintain accurate, science-based information on climate change to the white house website."
247,january madonna participating womans march dc time threatened blow white house given status socalled icon americans dangerous violent rhetoric towards democracy influence thousands americans commit acts terrorism towards country arrested detained charged antiterror bill c promoting terror nation made example goes way beyond freedom speech please let let threats like go unchecked mad candidate lost election democracy risk please sign thank,Conservative,arrest and detainment of singer madonna.
248,george soros menace free world stands way making america great guilty following crimes financially supports open sedition major american cities resulting millions dollars property damage well loss life attempts manipulate democratic elections donating millions dollars preferred candidates seeks curtail american sovereignty words main obstacle stable world order united states changing attitude policies united states remains top priority currency manipulator soros initiated british financial crisis dumping billion sterling forcing devaluation currency gaining billiondollar profit,Conservative,issue an international arrest warrant for george soros
249,improved medicare health reform option cover everyone control rising health spending including skyrocketing drug prices making medicare program sustainable generations come single payer saves billion annually wasteful private insurance bureaucracy enough cover uninsured eliminate copayments deductibles majority americans physicians support national health insurance program like improved medicare single payer eliminates threat medical bankruptcy ends insurer interference doctorpatient relationship saves tens thousands lives billions dollars per year information fact sheets links need single payer wwwpnhporg,Liberal,improved medicare for all
250,net worth sweep set fannie mae freddie mac accomplished setup time abolished taxpayers paid back investors large small valued,Conservative,immediately abolish the net worth sweep of fannie mae(fnma) and freddie mac(fmcc).
251,decent venezuelan people need support president donald trump help recoup venezuela back decency democratic sovereign countrywe need help government people united states rid venezuela narcotrafficking coming top presidential family castroxs regime control venezuela highest level military economy politics terrorism threat represented new designated vp tareck el aissaimi head hezbollah venezuela facilitator providing venezuelan passports recognized arab terroriststhe solution everybody emigrate us solution get rid opprobrious venezuelan regime sovereign country god bless america,Conservative,"we the decent venezuelan people ask president donald trump to help recoup venezuela's sovereignty, liberty and democracy"
252,last couple years military downsized offers separation packages aka money help leaving transition new civilian life received one packages told go va hospital needed future medical care diagnosed disabled due outdated law told disability payments would recouped repaid separation package caused severe financial strain almost resulted suicide thousands service members facing recoupment congress changes law continue get disability payments recouped repay severance wrong many levels isnt even briefed service members leave service,Neutral,change the law putting a financial strain on many disabled veterans
253,international economy undergoing revolution nations boosting economies reducing pollutionus trade partners economic competitors finding clean energy solar wind energy efficiency strongly boosting economies increasing competitiveness leading cleaner air water people china recently announced plans invest billion billion clean energy creating million jobs passing day clean energy options becoming less expensive increasingly far lower cost traditional polluting fossilfuel energy options trump administration fulfill pledge protect airwater create jobs boost economy serious climate action,Liberal,boost the american economy through climate action
254,recent reports suggest president donald trump plans defund national endowment arts national endowment humanities without nea neh artists educators could left without crucial government grants projects everything orchestral performances music enrichment programs public schools would negatively impactedfunding national endowments minuscule portion nearly trillion federal budget nea neh received million fundingwe ask president trump support arts defunding nea neh,Liberal,do not defund the nea or neh
255,within hours peaceful transition power trump administration removed civil rights climate change lgbt rights whitehousegov menu bar demand incoming administration prioritizes rights americans climate reenacting policies address aforementioned issues sign petition make voice heard people allow erased,Liberal,"demand trump administration add lgbt rights, climate change, and civil rights back to list of issues on wh.gov site"
256,evidence contained leaked emails democratic national committee indicate need thorough investigation actions taken hillary rodham clinton occupying positions united states senator secretary state,Conservative,investigate hillary clinton for crimes committed against the people and government of the united states.
257,hughes amendment part firearm owners protection act unconstitutional ban limits law abiding citizens owning fully automatic weapons manufactured past may select fire weapons already heavily regulated national firearms act requires register gun submit tax stamp since known homicides committed legally owned fully automatic firearm one caused police officer law nothing prevent crime raises price legal automatic weapons ludicrous price due supply demand repealing unconstitutional hughes amendment restore second amendment rights attack long time,Conservative,repeal the  hughes amendment
258,people wish see national firearms act repealed order remove regulations nd amendment rights increase national economic strength provide protection threats national security,Conservative,repeal the nfa
259,president violates title nobility clause explained article section united states constitutionthe clause states title nobility shall granted united states person holding office profit trust shall without consent congress accept present emolument office title kind whatever king prince foreign statedonald trump known financial ties russia owes hundreds millions dollars debt banks foreign countries china complicated business entanglements create conflict interest national security issues american people deserve see tax returnsdonald trump needs resign president united states,Liberal,donald trump:  resign as president of the united states in violation of the emoluments clause.  release your tax returns
260,industrial hemp dominant crop american landscape hardy renewable resource refined various industrial applications including paper textiles cordage unfortunately hemp conflated marijuana hemp canampt used drug time use industrial hemp evolved even greater variety products including health foods body care clothing auto parts construction materials biofuels plastic composites morefarmers europe canada china grow hemp million imported hemp products sold usa congress bipartisan bills would bring back hemp farming create rural jobs request president trump work congress pass hemp legislation,Liberal,let american farmers grow hemp once again to create jobs and rebuild the rural economy
261,keeping tradition avoid appearance conflicts interest corruption violations emoluments clause us constitution president trump divest financial business holdings administered truly blind trust,Liberal,divest or put in a blind trust all of the president's business and financial assets
262,unprecedented economic conflicts administration need visible american people including pertinent documentation reveal foreign influences financial interests may put donald trump conflict emoluments clause constitution,Liberal,"immediately release donald trump's full tax returns, with all information needed to verify emoluments clause compliance."
